record_number,application_number,application_type,uprn,category,location,proposal,received_date,received_complete_date,expiry_date,committee_date,gridref_east,gridref_north,site_area,site_area_hec,delegated_committee,Expr1016,Expr1017,old,notice_date,status_code,dbo_pla_planning_appeal_number,pla_stats_majmin,consults_expiry_date,pla_enviro_stat_req,pla_corr_total_object,pla_corr_total_no_object,pla_corr_total_comment,dbo_lookup_decision_codes_decision_description,dec_maker_desc,dbo_lookup_stats_site_details_description,dbo_lookup_stats_type_description,ward_description,dbo_apl_appeal_appeal_number,dbo_lookup_apl_decisions_decision_description,name
14721,11/01427/CMAN,FUL,,CMW,Bryan Hirst Ltd Bullington Cross Sutton Scotney Hants SO21 3QG,Extension to existing scrap metal recycling yard,17/06/2011,17/06/2011,12/08/2011,08/09/2011,446371,142084,380,0.038,D,Delegated by officer,Granted,,09/09/2011,,,MAJ,20/07/2011,,,,,Granted,Delegated by officer,Extension to area of existing site,Scrap Yards,Test Valley Central,,,Rogers Cory Partnership ltd.
14722,K.L130,LAW,,CMW,DS Smith Paper Ltd trading as DS Smith Recycling Cranbourne Road Gosport PO12 1RL,Lawful Development Certificate: use of land for the importation storage and processing of paper plastic glass steel and aluminium,17/06/2011,17/06/2011,12/08/2011,28/06/2012,461405,99442,7409,0.7409,D,Delegated by officer,Granted,,28/06/2012,RCD,,min,20/07/2011,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Leesland and Town,,,GVA Ltd
14723,11/00412/HCC,FUL,,CC,Parsonage Farm Infant School Cherry Tree Close Farnborough Hampshire GU14 9TT,Single storey Community Hall extension improvement of pedestrian access from the rear of the site,17/06/2011,17/06/2011,12/08/2011,26/08/2011,484368,156281,1109,0.1109,D,Delegated by officer,Granted,,26/08/2011,,,,21/07/2011,,,,,Granted,Delegated by officer,,,Farnborough West,,,Property Services
14724,21643/007,FUL,,CMW,Starter Gate Farm Charlwood Lane Monkwood Alresford SO24 0HA,Use for the storage and  compaction of agricultural waste (plastics and cardboard),30/06/2011,07/07/2011,01/09/2011,08/05/2012,467571,131054,400,0.04,D,Delegated by officer,Granted,,09/05/2012,,,MAJ,16/08/2011,,,,,Granted,Delegated by officer,Variation of condition(s),Transfer Station,Alton Rural,,,Southern Planning Practice
14725,11/01601/HCS,FUL,,CC,Waterlooville HWRC Waterlooville Hants PO7,Provision of a new Waterlooville Household Waste Recycling Centre (HWRC) in the West of Waterlooville Northern Major Development Area Old Park Farm,30/06/2011,06/07/2011,31/08/2011,28/09/2011,466735,110015,8420,0.842,C,Committee,Granted,,10/10/2011,,,MAJ,17/05/2012,,,,,Granted,Committee,,,Winchester Southern Parishes,,,Waste and Resource Management Section
14728,11/01646/HCS,FUL,,CC,Meadow Farm House Kings Worthy Winchester SO21 1AB,Installation of open slurry store using concrete panels to enable farm tenant to meet NVZ regulation,05/07/2011,07/07/2011,01/09/2011,31/08/2011,449799,133903,835,0.0835,D,Delegated by officer,Granted,,05/09/2011,,,,09/08/2011,,,,,Granted,Delegated by officer,,,Itchen Valley,,,Rural Services
14730,11/01503/HCCRG3,FUL,,CC,Yateley School School Lane Yateley Hampshire GU46 6NW,Change of use of the Existing caretakers House on the School Site (Domestic Dwelling) into a Nursery,06/07/2011,07/07/2011,01/09/2011,08/09/2011,481182,160519,74,0.0074,D,Delegated by officer,Granted,,09/09/2011,,,MIN,08/08/2011,,,,,Granted,Delegated by officer,,,Hartley Wintney Eversley and Yateley West,,,Hampshire County Council Property Services
14731,BDB/74739,FUL,,CMW,Overton Wastewater Treatment Works The Lynch Overton Hants RG25 3DQ,Upgrading of Overton Wastewater Treatment Works including the extension of the site works include installation of wastewater treatment units and supporting infrastructure,05/07/2011,08/07/2011,02/09/2011,26/09/2011,450433,150136,4936,0.4936,D,Delegated by officer,Granted,,26/09/2011,RCD,,min,14/11/2011,,,,,Granted,Delegated by officer,Extension to area of existing site,Treatment,Candovers,,,4 Delivery
14737,11/01733/CMA,FUL,,CMW,Beacon Hill Pit Beacon Hill Road Ewshot Farnham,Erection of open fronted waste transfer station for recycling of construction waste,30/06/2011,08/08/2011,03/10/2011,23/01/2012,481992,150040,466,0.0466,D,Delegated by officer,Granted,,24/01/2012,RCD,,MAJ,07/09/2011,,,,,Granted,Delegated by officer,Other,Transfer Station,Church Crookham and Ewshot,,,Truline Ltd
14746,S/11/69458,FUL,,CC,Hamble Community Sports College Satchell Lane Hamble Southampton SO31 4NE,Infill extension to existing gymnasium,25/07/2011,25/07/2011,19/09/2011,12/09/2011,447570,108351,287,0.0287,D,Delegated by officer,Granted,,12/09/2011,,,MIN,22/11/2011,,,,,Granted,Delegated by officer,,,Hamble,,,Property Business & Regulatory Services
14747,K13994/10,VAR,,CMW,Unit 20 Quay Lane Industrial Estate Quay Lane Hardway Gosport,Variation of condition 7 of Planning Permission K1399/7 (Site Layout) to include changes to Waste Transfer Station boundary treatment car parking external storage widening of access gates and inclusion/repositioning of portacabin on site,25/07/2011,25/07/2011,19/09/2011,23/11/2011,460639,102152,1441,0.1441,D,Committee,Granted,,15/10/2012,RCD,,MAJ,04/06/2013,,,,,Granted,Committee,Variation of condition(s),Transfer Station,Hardway,,,Ayles & Associates
14750,APP/11/01283,FUL,,CC,Staunton Park Community School Wakefords Way Havant Hampshire PO9 5JD,Temporary Access to Contractors Compound,27/07/2011,27/07/2011,21/09/2011,10/10/2011,472430,109147,1656,0.1656,D,Delegated by officer,Granted,,10/10/2011,,,,15/02/2012,,,,,Granted,Delegated by officer,,,Bedhampton and Leigh Park,,,Property Business & Regulatory Services
14754,11/01789/HCC3N,FUL,,CC,Test Valley County Secondary School Roman Road Stockbridge Hampshire SO20 6HA,Installation of 8no. 10m high floodlights to illuminate an existing Multi Use Games Area (MUGA),02/08/2011,02/08/2011,27/09/2011,,434947,135063,1837,0.1837,,Applicant,Withdrawn,,14/11/2011,,,,23/08/2011,,,,,Withdrawn,Applicant,,,Test Valley Central,,,Property Business & Regulatory Services
14760,11/97613,VAR,,CMW,Veolia Environmental Services Blue Haze Landfill Somerley Ringwood BH24 3QE,Variation of condition 3 of Planning Permission 07/90182 to allow extended hours of operation of the Waste Transfer Station on Saturdays (0700-1630),08/08/2011,12/08/2011,07/10/2011,17/10/2011,411548,107751,8618,0.8618,D,Delegated by officer,Granted,,17/10/2011,,,MAJ,14/09/2011,,,,,Granted,Delegated by officer,Variation of condition(s),Transfer Station,Fordingbridge,,,Veolia Environmental Services (UK) Plc
14761,11/97712,FUL,,CMM,In the south-west corner of Ibsley Water on the northern side of Ellingham Drove just to the east of the junction with A338,To retain the gateway and access from the road to the south west corner of Ibsley Water for the purposes of nature reserve management,09/08/2011,01/09/2011,27/10/2011,04/11/2011,414776,108194,51,0.0051,D,Delegated by officer,Granted,,04/11/2011,,,MIN,11/10/2011,,,,,Granted,Delegated by officer,Other,Sand and Gravel,Fordingbridge,,,Hampshire & Isle of Wight Wildlife Trust
14765,11/01868/HCC3N,FUL,,CC,Land to the south east of the former Picket Twenty Farm Andover,Construction of a new 210 place (C of E) primary school with associated car parking and external works,12/08/2011,12/08/2011,07/10/2011,26/10/2011,438983,145367,17091,1.7091,C,Committee,Granted,,04/11/2011,,,MAJ,03/10/2011,,,,,Granted,Committee,,,Andover North,,,Property Business & Regulatory Services
14769,27396/036,FUL,,CMW,Old Park Farm Main Road Kingsley Bordon GU35 9LU,Proposed bulking station for skip waste (change of use of land),19/08/2011,23/08/2011,18/10/2011,23/11/2011,479419,138522,2277,0.2277,C,Committee,Refused,,29/11/2011,,,MAJ,22/09/2011,,,,,Refused,Committee,Other,Transfer Station,Alton Rural,,,BCM
14770,P/11/0755/CC,VAR,,CC,Crofton School Marks Road Fareham Hampshire PO14 2AT,Variation of condition 8 of Planning Permission P/09/0097/CC to reduce the proposed synthetic turf sports pitch,17/08/2011,23/08/2011,18/10/2011,30/11/2011,456174,103027,8411,0.8411,D,Delegated by officer,Granted,,01/12/2011,,,MIN,21/09/2011,,,,,Granted,Delegated by officer,,,Fareham Crofton,,,HCC Property Services
14772,BDB/75023,VAR,,CMW,Apsley Farm Landfill Hurstbourne Priors Andover Hampshire SP11 6LZ,Variation of condition 7 of Planning Permission BDB/69769 to increase the number of lorry movements,22/08/2011,22/08/2011,17/10/2011,14/11/2011,442367,147137,243283,24.3283,D,Delegated by officer,Granted,,15/11/2011,,,MAJ,21/09/2011,,,,,Granted,Delegated by officer,Variation of condition(s),Landfill,Test Valley Central,,,SITA UK
14773,11/02068/HCS,FUL,,CC,Wickham C Of E Controlled Primary School Buddens Road Wickham Fareham PO17 5HU,Artificial turf pitch with weldmesh fencing and floodlighting,23/08/2011,25/08/2011,20/10/2011,04/11/2011,457234,111874,1191,0.1191,D,Committee,Granted,,04/11/2011,,,MIN,05/10/2011,,,,,Granted,Committee,,,Winchester Southern Parishes,,,Property Business & Regulatory Services
14774,11/01985/CMAS,VAR,,CMW,Manor Farm Landfill Flexford Road North Baddesley Hampshire,Variation of condition 1 of Planning Permission 06/03506/CMAS for the retention of haul road leachate treatment tank and associated control equipment for a temporary period,24/08/2011,26/08/2011,21/10/2011,18/10/2011,440959,120740,3943,0.3943,D,Delegated by officer,Granted,,20/10/2011,,,MIN,04/10/2011,,,,,Granted,Delegated by officer,Variation of condition(s),Landfill,Baddesley,,,SITA UK
14777,11/02090/CMAS,FUL,,CMW,Casbrook Park Bunny Lane Timsbury Romsey SO51 0PG,Application for the installation of a picking station within the existing materials recovery facility,26/08/2011,13/09/2011,08/11/2011,21/03/2012,435945,124839,131,0.0131,C,Committee,Granted,,30/03/2012,,,MIN,13/06/2012,,,,,Granted,Committee,Other,Materials Recovery/Recycling (other than,Test Valley Central,,,Raymond Brown Minerals & Recycling Ltd
14784,11/02174/HCS,FUL,,CC,Copse Farm Kings Worthy Winchester SO21 1AB,Installation of open slurry store and roofing over existing silage clamp to meet NVZ Regulations,09/09/2011,09/09/2011,04/11/2011,15/11/2011,449516,134033,468,0.0468,D,Delegated by officer,Granted,,16/11/2011,RCD,,min,11/10/2011,,,,,Granted,Delegated by officer,,,Itchen Valley,,,Rural Services
14786,NMA/2011/0178,NMA,,CMW,Blue Haze Incinerator Bottom Ash Aggregate (IBAA) Processing Plant Blue Haze Landfill Ringwood Road Ringwood,Replace existing feed arrangement & screen with new equipment,15/09/2011,15/09/2011,13/10/2011,,411832,107352,33908,3.3908,D,Delegated by officer,Granted,,12/10/2011,RCD,,min,21/10/2011,,,,,Granted,Delegated by officer,,,Fordingbridge,,,Raymond Brown
14787,11/02101/HCC3N,FUL,,CC,Verge and Land at Smannell Road Smannell Road Andover Hampshire SP11 6JJ,Installation of a 15m telegraph pole with wifi transmitter situated at the top to support rural broadband services initiative,16/09/2011,16/09/2011,11/11/2011,07/11/2011,438013,149021,2,0.0002,D,Delegated by officer,Granted,,07/11/2011,,,,18/10/2011,,,,,Granted,Delegated by officer,,,Andover North,,,Property Services
14788,11/02029/HCCRG3,FUL,,CC,Elvetham Heath Primary School The Key Fleet Hampshire GU51 1DP,Resurfacing an existing sports pitch with an artificial grass surface,16/09/2011,19/09/2011,14/11/2011,07/11/2011,479828,155444,1146,0.1146,D,Delegated by officer,Granted,,07/11/2011,,,,19/10/2011,,,,,Granted,Delegated by officer,,,Fleet,,,Property Services CCBS
14790,11/02264/HCS,FUL,,CC,Otterbourne C Of E Controlled Primary School Main Road Otterbourne Winchester SO21 2EQ,Construction of a single storey timber framed Meadow Room (Outdoor Study Building) with associated path and decked area,20/09/2011,20/09/2011,15/11/2011,07/11/2011,445684,122911,564,0.0564,D,Delegated by officer,Granted,,08/11/2011,,,MIN,26/10/2011,,,,,Granted,Delegated by officer,,,Winchester Downlands,,,HCC Property Services
14792,APP/11/01469,FUL,,CC,Broadmarsh Salt Barn Harts Farm Way Havant Hants PO9 1HR,Construction of two new salt storage barns with associated supporting facilities small office unit drainage lighting landscaping and vehicle parking,23/09/2011,23/09/2011,18/11/2011,08/12/2011,470528,105788,6339,0.6339,D,Delegated by officer,Granted,,09/12/2011,,,MAJ,06/06/2013,,,,,Granted,Delegated by officer,,,Emsworth and St Faiths,,,Hampshire Highways West
14793,APP/11/01470,FUL,,CMW,Havant Household Waste Recycling Centre Harts Farm Way Havant Hampshire PO9 1HS,Provision of a new Havant Household Waste Recycling Centre (HWRC) on the former Havant incinerator land Harts Farm Way Havant and an access road to the land to the Northwest of the former incinerator land,23/09/2011,23/09/2011,18/11/2011,07/12/2011,470518,105863,13364,1.3364,D,Delegated by officer,Granted,,08/12/2011,,,MAJ,06/06/2013,,,,,Granted,Delegated by officer,Other,Civic Amenity,Emsworth and St Faiths,,,Waste and Resource Management
14804,BDB/75285,FUL,,CC,Marnel Community Infant School Shetland Road Basingstoke Hampshire RG24 9PT,Construction of a new canopy to provide covered play area accessed directly from the main school building,05/10/2011,10/10/2011,05/12/2011,01/12/2011,464421,154355,66,0.0066,D,Delegated by officer,Granted,,02/12/2011,,,MIN,11/11/2011,,,,,Granted,Delegated by officer,,,Basingstoke North,,,Property Services
14812,11/02362/HCC3N,FUL,,CC,Spring Meadow Childrens Centre Smannell Road Andover Hants SP11 6JR,Relocation of Existing car parking spaces within the childrens centre site including associated landscaping and fencing. No additional parking is proposed.,10/10/2011,14/10/2011,09/12/2011,01/12/2011,436683,147078,830,0.083,D,Delegated by officer,Granted,,01/12/2011,,,MIN,15/11/2011,,,,,Granted,Delegated by officer,,,Andover North,,,Property Services
14815,BDB/75304,FUL,,CC,North Waltham School Church Road North Waltham Basingstoke RG25 2BL,formation of new playground adjacent playing field,10/10/2011,10/10/2011,05/12/2011,05/12/2011,456117,146398,1.1,1.1,D,Delegated by officer,Granted,,05/12/2011,,,MIN,15/11/2011,,,,,Granted,Delegated by officer,,,Candovers,,,Property Services
14821,11/02388/CMAS,FUL,,CC,Annart Farm Carters Clay Road Lockerley Romsey SO51 0GL,Installation of steel above ground slurry tank and associated improvements to meet NVZ requirements,18/10/2011,21/10/2011,16/12/2011,16/01/2012,430658,124270,186,0.0186,D,Delegated by officer,Granted,,,,,,21/11/2011,,,,,Granted,Delegated by officer,,,Test Valley Central,,,Mr Tom Bone
14828,BDB/75387,FUL,,CC,Merton County Junior School Romsey Close Basingstoke Hampshire RG24 9HB,Re-cladding and or over cladding of the external elevations of the school (Scola Mark 2) including associated and enabling works,28/10/2011,28/10/2011,23/12/2011,13/12/2011,463224,153992,2,2,D,Delegated by officer,Granted,,14/12/2011,,,MIN,30/11/2011,,,,,Granted,Delegated by officer,,,Basingstoke North,,,HCC Property Services
14830,BDB/75413,FUL,,CC,Cranbourne Business & Enterprise College Wessex Close Basingstoke Hampshire RG21 3NP,Recladding of the existing sports hall using composite insulated panels,02/11/2011,04/11/2011,30/12/2011,04/01/2012,462967,151177,6.87,6.87,D,Delegated by officer,Granted,,04/01/2012,,,MIN,06/12/2011,,,,,Granted,Delegated by officer,,,Basingstoke Central,,,Property Services
14834,11/02538/CMAS,FUL,,CMW,Ashfield Sawmill Pure 8 Tyres Southampton Road Romsey Hants SO51 9NJ,Permission to keep a security caravan on site,26/10/2011,07/11/2011,02/01/2012,,436647,119401,46,0.0046,D,Applicant,Withdrawn,,07/11/2012,RCD,,MAJ,08/12/2011,,,,,Withdrawn,Applicant,Other,Other County Matter,Romsey Extra,,,Pure 8 Tyre Tech
14845,30633/019,FUL,,CMM,Frithend Quarry Grooms Farm Frithend Bordon Hampshire GU35 0QR,Use of land for the importation handling and re-sale of aggregates (retrospective application),10/11/2011,11/11/2011,06/01/2012,11/01/2012,481035,139053,9839,0.9839,D,Committee,Granted,,12/01/2012,,,MAJ,13/12/2011,,,,,Granted,Committee,On site manufacturing or ancillary operations/uses,Sand and Gravel,Alton Rural,,,Grundon Sand & Gravel Limited
14846,11/02569/CMAN,FUL,,CMW,Homestead Farm Penton Corner Andover Hampshire SP11 0QX,Change of use to waste transfer station (skip hire),07/11/2011,07/11/2011,02/01/2012,01/08/2012,433538,146346,1839,0.1839,D,Delegated by officer,Granted,,02/08/2012,RCD,,min,12/12/2011,,,,,Granted,Delegated by officer,Other,Transfer Station,Andover West,,,Envee Limited
14848,BDB/75481,FUL,,CC,Four Lanes Community Junior School Hanmore Road Chineham Basingstoke RG24 8PQ,Replacement of the existing ball court fencing with a purpose built fencing system.,10/11/2011,14/11/2011,09/01/2012,11/01/2012,465907,155364,0.05,0.05,D,Delegated by officer,Granted,,12/01/2012,,,,16/12/2011,,,,,Granted,Delegated by officer,,,Loddon,,,Basingstoke and Deane Borough Council
14849,BDB/75531,FUL,,CC,Four Lanes Community Junior School Hanmore Road Chineham Basingstoke RG24 8PQ,Proposed floodlighting of the existing ball court.,11/11/2011,24/11/2011,19/01/2012,24/10/2012,465907,155364,0.05,0.05,C,Committee,Refused,,25/10/2012,,,,06/11/2012,,,,,Refused,Committee,,,Loddon,,,Basingstoke and Deane Borough Council
14852,33619/005,FUL,,CMW,Alton MRF Farnham Road Upper Froyle Alton GU34 4JD,Operation of food waste compactor unit including construction of a food waste compactor pit and access ramps,14/11/2011,15/11/2011,10/01/2012,17/01/2012,474827,141703,202,0.0202,D,Delegated by officer,Granted,,17/01/2012,,,MAJ,24/05/2012,,,,,Granted,Delegated by officer,Other,Transfer Station,Alton Rural,,,Veolia Environmental Services
14858,NMA/2011/0249,NMA,,CMW,Blue Haze Landfill Verwood Road Somerley Ringwood BH24 3QE,The Installation of four landfill gas engines replacement landfill gas flare gas scrubbing equipment control cabin leachate treatment facility and associated plant within a secure compond,11/11/2011,14/11/2011,12/12/2011,23/11/2011,411515,107751,1933,0.1933,,Delegated by officer,Granted,,12/12/2011,RCD,,min,19/12/2011,,,,,Granted,Delegated by officer,,,Fordingbridge,,,Veolia Environmental Services (UK) Plc
14859,11/98003,FUL,,CC,Lydlynch County Infant School Lydlynch Road Totton Southampton SO40 3DW,A small canopy outside part of Lydlynch infant School occupied by Lydlynch Pre-School,17/11/2011,24/11/2011,19/01/2012,10/01/2012,435501,113346,15.6,0.0016,D,Delegated by officer,Granted,,12/01/2012,,,MIN,23/12/2011,,,,,Granted,Delegated by officer,,,Totton North,,,Property Services
14861,11/02782/HCS,FUL,,CC,South Wonston Primary School Downs Road South Wonston Winchester SO21 3EH,Re-cladding and over cladding of the external elevations of the school (Scola 2) including associated and enabling works,18/11/2011,18/11/2011,13/01/2012,13/01/2012,446881,135753,2.92,2.92,D,Delegated by officer,Granted,,16/01/2012,,,MIN,29/05/2012,,,,,Granted,Delegated by officer,,,Winchester Downlands,,,Property Services
14882,11/00766/HCC,FUL,,CC,Cove School St Johns Road Farnborough Hampshire GU14 9RN,Re-cladding of the external elevations of the art block at Cove secondary school and associated/enabling works,28/11/2011,28/11/2011,23/01/2012,02/02/2012,485212,156355,5.75,5.75,D,Delegated by officer,Granted,,02/02/2012,,,MIN,30/12/2011,,,,,Granted,Delegated by officer,,,Farnborough West,,,HCC Property Services
